Longitude,Latitude,Depth_km
-122.5536459,39.78703462,-60
-122.5993591,39.71739849,-60
-122.6449957,39.64771213,-60
-122.6905531,39.57797398,-60
-125.2181886,51.31149095,-80
-125.1638397,51.24836334,-80
-125.1094909,51.18523573,-80
-125.0552529,51.12201307,-80
-125.0011469,51.0586772,-80
-124.9470409,50.99534133,-80
-124.8931569,50.93181661,-80
-124.8392924,50.86827521,-80
-124.7855209,50.80465528,-80
-124.7318967,50.74091105,-80
-124.6782724,50.67716682,-80
-124.6229532,50.61489433,-80
-124.5674359,50.55279184,-80
-124.5120083,50.49060935,-80
-124.4566702,50.42834712,-80
-124.3990226,50.36849477,-80
-124.3346463,50.31563098,-80
-124.2703403,50.26268168,-80
-124.20391,50.21277369,-80
-124.1322161,50.17036052,-80
-124.0605635,50.12788065,-80
-123.9833725,50.09656863,-80
-123.9062182,50.06516654,-80
-123.8290955,50.03368665,-80
-123.7519495,50.00227648,-80
-123.6728992,49.97600983,-80
-123.5939747,49.9493705,-80
-123.515213,49.92225069,-80
-123.4364763,49.89505845,-80
-123.3577684,49.86778288,-80
-123.2790864,49.84043268,-80
-123.2034917,49.8057268,-80
-123.1288948,49.76865674,-80
-123.0543396,49.73150274,-80
-122.9807533,49.69280538,-80
-122.9153519,49.64121519,-80
-122.8500259,49.58952961,-80
-122.7847677,49.53775844,-80
-122.7202828,49.4850882,-80
-122.6596127,49.42800905,-80
-122.5990199,49.37084785,-80
-122.5384845,49.3136259,-80
-122.4780509,49.25629641,-80
-122.4176898,49.1988907,-80
-122.3572922,49.14152533,-80
-122.295671,49.08547423,-80
-122.2341122,49.02935471,-80
-122.17261,48.97317318,-80
-122.111214,48.91687563,-80
-122.0498878,48.86050207,-80
-121.9880654,48.80470902,-80
-121.9230682,48.75261054,-80
-121.8581507,48.70041283,-80
-121.793298,48.64813449,-80
-121.7285085,48.59577806,-80
-121.6670547,48.54000451,-80
-121.6133065,48.47636478,-80
-121.5611321,48.41169034,-80
-121.5249776,48.33664538,-80
-121.4890088,48.26153298,-80
-121.4820409,48.17852492,-80
-121.4759394,48.09549126,-80
-121.4780607,48.01221827,-80
-121.4817368,47.92906765,-80
-121.4925318,47.84647009,-80
-121.5032959,47.76386849,-80
-121.513583,47.68125929,-80
-121.5034839,47.59857376,-80
-121.4850095,47.5177034,-80
-121.4600394,47.43823402,-80
-121.4807455,47.35769604,-80
-121.5077362,47.27926155,-80
-121.543543,47.20405009,-80
-121.5711319,47.12647889,-80
-121.5803866,47.04369459,-80
-121.5688916,46.96138068,-80
-121.5559487,46.87909235,-80
-121.5430958,46.79678991,-80
-121.5302757,46.71448235,-80
-121.5174633,46.63217359,-80
-121.5096055,46.54925354,-80
-121.502028,46.4662989,-80
-121.4944601,46.38334339,-80
-121.4868929,46.30038781,-80
-121.4793524,46.21742981,-80
-121.4718131,46.1344717,-80
-121.4642905,46.05151206,-80
-121.4578926,45.96852641,-80
-121.4615698,45.88530761,-80
-121.4652211,45.80208767,-80
-121.4688572,45.71886707,-80
-121.4724734,45.6356456,-80
-121.4760563,45.55242269,-80
-121.4788335,45.46916908,-80
-121.4815948,45.38591486,-80
-121.4843047,45.30265895,-80
-121.4870134,45.219403,-80
-121.4896895,45.136146,-80
-121.492363,45.05288891,-80
-121.4949969,44.96963056,-80
-121.4982281,44.88641555,-80
-121.5076381,44.80364876,-80
-121.5170243,44.72087927,-80
-121.5263643,44.63810454,-80
-121.535663,44.55532518,-80
-121.5449335,44.47254265,-80
-121.5541375,44.3897527,-80
-121.5633088,44.30695914,-80
-121.5722941,44.22414517,-80
-121.5812795,44.1413312,-80
-121.590179,44.05850797,-80
-121.5990743,43.97568428,-80
-121.6079042,43.89285359,-80
-121.6167182,43.81002121,-80
-121.6254794,43.72718324,-80
-121.634213,43.64434235,-80
-121.6422197,43.56143114,-80
-121.6495257,43.47845215,-80
-121.6568317,43.39547316,-80
-121.6640813,43.31248924,-80
-121.6712907,43.2295018,-80
-121.6785,43.14651436,-80
-121.6856468,43.06352152,-80
-121.6927608,42.98052585,-80
-121.6998749,42.89753019,-80
-121.7069203,42.81452868,-80
-121.7139404,42.73152502,-80
-121.7209606,42.64852136,-80
-121.728693,42.56558177,-80
-121.7365969,42.48265759,-80
-121.7444965,42.39973301,-80
-121.7523076,42.31680005,-80
-121.7601187,42.23386708,-80
-121.7679018,42.1509315,-80
-121.7756151,42.06798938,-80
-121.7833284,41.98504726,-80
-121.790997,41.902101,-80
-121.7986252,41.81915102,-80
-121.8062535,41.73620104,-80
-121.8118755,41.65309837,-80
-121.8168778,41.56994871,-80
-121.8218558,41.48679759,-80
-121.8268007,41.40364448,-80
-121.8317207,41.32048991,-80
-121.831994,41.23719265,-80
-121.8321834,41.15389286,-80
-121.8323404,41.07059301,-80
-121.832494,40.98729315,-80
-121.8326254,40.90399326,-80
-121.8327532,40.82069335,-80
-121.8328676,40.73739343,-80
-121.8328941,40.65409355,-80
-121.8327045,40.57079377,-80
-121.8325142,40.48749398,-80
-121.8323102,40.40419423,-80
-121.8320841,40.32089454,-80
-121.8385672,40.23807185,-80
-121.8505382,40.15563652,-80
-121.8624703,40.07319555,-80
-121.8836054,39.99263483,-80
-121.9049115,39.91210572,-80
-121.9261595,39.83156123,-80
-121.9588884,39.75500863,-80
-121.9921178,39.67862347,-80
-122.0252729,39.60220599,-80
-122.0614568,39.52727712,-80
-122.1016065,39.45429159,-80
-122.1416792,39.38126374,-80
-124.5943133,51.58634726,-100
-124.5363894,51.52648317,-100
-124.4784968,51.46658882,-100
-124.4207318,51.40657143,-100
-124.3630337,51.34648978,-100
-124.3054368,51.28631091,-100
-124.2479365,51.22603992,-100
-124.1905001,51.16570799,-100
-124.1293347,51.10921978,-100
-124.0673362,51.05358644,-100
-124.0054108,50.99787168,-100
-123.9435969,50.94203326,-100
-123.8818463,50.88612481,-100
-123.8189544,50.83168856,-100
-123.7496708,50.78544287,-100
-123.6804369,50.73912264,-100
-123.6112583,50.69271999,-100
-123.5389808,50.6516095,-100
-123.4647315,50.61384796,-100
-123.3905237,50.576005,-100
-123.3163497,50.53809577,-100
-123.2420283,50.50047657,-100
-123.1677116,50.46284794,-100
-123.0934438,50.42512292,-100
-123.0192199,50.38731153,-100
-122.945022,50.34944911,-100
-122.8708956,50.311447,-100
-122.7978907,50.2714562,-100
-122.7270417,50.22764631,-100
-122.6562465,50.18374957,-100
-122.5855051,50.13976607,-100
-122.5184186,50.09079892,-100
-122.4552847,50.03645741,-100
-122.3922299,49.98202411,-100
-122.3292465,49.92750825,-100
-122.2682475,49.87087626,-100
-122.2098573,49.81146689,-100
-122.1515741,49.75195264,-100
-122.093346,49.69238438,-100
-122.0352124,49.63272387,-100
-121.9771761,49.57296879,-100
-121.9193016,49.51305839,-100
-121.862162,49.4524452,-100
-121.8050224,49.39183201,-100
-121.7479655,49.33114119,-100
-121.6910644,49.27030411,-100
-121.6341632,49.20946703,-100
-121.5773926,49.14850839,-100
-121.5207251,49.08745364,-100
-121.4640575,49.02639888,-100
-121.4075669,48.96518056,-100
-121.351127,48.90391534,-100
-121.2947104,48.84263129,-100
-121.24652,48.77468589,-100
-121.1984092,48.70668415,-100
-121.1593909,48.63332545,-100
-121.1233165,48.55824198,-100
-121.0873144,48.48312387,-100
-121.0652242,48.40312368,-100
-121.0588332,48.32067734,-100
-121.0604516,48.23739307,-100
-121.06204,48.15410821,-100
-121.0636191,48.07082318,-100
-121.0651693,47.98753761,-100
-121.0667053,47.90425177,-100
-121.0682218,47.82096558,-100
-121.0675262,47.73768138,-100
-121.065853,47.65439818,-100
-121.0641707,47.57111517,-100
-121.0615589,47.48791234,-100
-121.0488683,47.40558471,-100
-121.0556721,47.32283266,-100
-121.077,47.24230932,-100
-121.0952609,47.16110861,-100
-121.1097395,47.07907653,-100
-121.1087539,46.99615606,-100
-121.1025745,46.91315011,-100
-121.0874894,46.8312274,-100
-121.0713599,46.74950862,-100
-121.0545645,46.66791938,-100
-121.036982,46.58650574,-100
-121.0175849,46.5054956,-100
-120.9982296,46.42447545,-100
-120.978916,46.34344539,-100
-120.9623028,46.26184269,-100
-120.9470983,46.17994206,-100
-120.9319253,46.09803558,-100
-120.9178861,46.01595626,-100
-120.9080589,45.93323796,-100
-120.898249,45.85051762,-100
-120.8884521,45.76779572,-100
-120.8786683,45.68507229,-100
-120.8690318,45.6023349,-100
-120.8634586,45.51922155,-100
-120.8578862,45.43610815,-100
-120.8523157,45.35299461,-100
-120.8467466,45.26988099,-100
-120.8411786,45.18676728,-100
-120.8356125,45.10365345,-100
-120.8305699,45.02051991,-100
-120.8298729,44.93722283,-100
-120.8291759,44.85392574,-100
-120.8284762,44.77062868,-100
-120.8277397,44.68733194,-100
-120.8270032,44.60403519,-100
-120.8262658,44.52073846,-100
-120.8254958,44.43744202,-100
-120.8247258,44.35414558,-100
-120.8239557,44.27084914,-100
-120.8231416,44.18755311,-100
-120.822327,44.1042571,-100
-120.8215123,44.02096108,-100
-120.8247593,43.93772967,-100
-120.8282227,43.8545017,-100
-120.8316861,43.77127373,-100
-120.8350721,43.68804258,-100
-120.8384568,43.60481137,-100
-120.8418405,43.52158012,-100
-120.8451588,43.43834624,-100
