Longitude,Latitude,Depth_km
-120.8484771,43.35511236,-100
-120.8517919,43.27187834,-100
-120.855039,43.18864166,-100
-120.8582861,43.10540497,-100
-120.8618314,43.02218634,-100
-120.8686545,42.93916625,-100
-120.8754775,42.85614615,-100
-120.8823005,42.77312606,-100
-120.8890689,42.69010151,-100
-120.8957725,42.60707168,-100
-120.9024761,42.52404186,-100
-120.9091798,42.44101204,-100
-120.9157856,42.35797439,-100
-120.9223718,42.27493517,-100
-120.928958,42.19189595,-100
-120.9355202,42.10885485,-100
-120.9419909,42.02580655,-100
-120.9484616,41.94275825,-100
-120.9549323,41.85970995,-100
-120.9631184,41.77682599,-100
-120.9725331,41.69405973,-100
-120.9819369,41.61129224,-100
-120.9912567,41.52851524,-100
-121.0005765,41.44573824,-100
-121.0098317,41.36295401,-100
-121.0190515,41.28016581,-100
-121.0282559,41.19737591,-100
-121.0373891,41.11457812,-100
-121.0465223,41.03178033,-100
-121.0581446,40.94931069,-100
-121.0707827,40.86697499,-100
-121.0834082,40.78463736,-100
-121.0959229,40.70228281,-100
-121.1084377,40.61992827,-100
-121.1208952,40.53756508,-100
-121.1332942,40.45519302,-100
-121.1456931,40.37282096,-100
-121.1579962,40.29043453,-100
-121.1702868,40.20804624,-100
-121.183689,40.12585157,-100
-121.1999544,40.04415502,-100
-121.2161664,39.96244785,-100
-121.2323375,39.88073259,-100
-121.2532306,39.8001559,-100
-121.2760272,39.72003594,-100
-121.2987752,39.6399022,-100
-121.3214453,39.55974639,-100
-121.3536466,39.48292672,-100
-121.3858254,39.40609303,-100
-121.4179439,39.32923411,-100
-121.4504985,39.25256084,-100
-121.4835323,39.17609085,-100
-121.5164823,39.09958472,-100
-127.9690843,49.99711246,-10
-127.9141496,49.93449401,-10
-127.859292,49.87180806,-10
-127.8045121,49.80905421,-10
-127.7498376,49.74620843,-10
-127.6952701,49.68326979,-10
-127.6389901,49.62192783,-10
-127.580099,49.56301498,-10
-127.5212985,49.50401168,-10
-127.461292,49.44627363,-10
-127.3996548,49.39024019,-10
-127.3380957,49.334121,-10
-127.2766168,49.27791393,-10
-127.2144343,49.22248815,-10
-127.1521785,49.16714293,-10
-127.0899939,49.11171759,-10
-127.0278845,49.05620806,-10
-126.9658679,49.00059487,-10
-126.9017126,48.94748597,-10
-126.8370766,48.89494006,-10
-126.7724932,48.84232955,-10
-126.7080371,48.78956314,-10
-126.6435809,48.73679672,-10
-126.579263,48.68386204,-10
-126.514985,48.63087872,-10
-126.450755,48.57783745,-10
-126.3866581,48.52463518,-10
-126.3225612,48.47143291,-10
-126.2607738,48.41559991,-10
-126.1997348,48.35891541,-10
-126.1388,48.30211896,-10
-126.0779334,48.24524942,-10
-126.0171238,48.18831892,-10
-125.9564319,48.13126298,-10
-125.8975339,48.07245957,-10
-125.8421289,48.01025691,-10
-125.7868096,47.94797796,-10
-125.731576,47.885623,-10
-125.6772454,47.82256443,-10
-125.6310672,47.75323578,-10
-125.5849664,47.6838556,-10
-125.5389571,47.61441478,-10
-125.4998397,47.54087372,-10
-125.4608552,47.46725921,-10
-125.4222217,47.39347794,-10
-125.3914519,47.31606923,-10
-125.3607763,47.23862315,-10
-125.3301748,47.16114775,-10
-125.2996361,47.08364756,-10
-125.2780647,47.00324906,-10
-125.2575037,46.92252647,-10
-125.2369924,46.84179124,-10
-125.2165432,46.76104029,-10
-125.1990381,46.67965421,-10
-125.1844461,46.59764223,-10
-125.1698971,46.51562263,-10
-125.1578911,46.43324803,-10
-125.1494475,46.35037708,-10
-125.1410334,46.26750312,-10
-125.1326217,46.18462892,-10
-125.1242519,46.10175047,-10
-125.1158822,46.01887202,-10
-125.1075257,45.93599223,-10
-125.0997487,45.85305698,-10
-125.0922335,45.77009668,-10
-125.0847344,45.68713492,-10
-125.0772428,45.60417248,-10
-125.0697729,45.52120809,-10
-125.0623132,45.43824278,-10
-125.0548806,45.35527503,-10
-125.047461,45.27230613,-10
-125.0408951,45.18926744,-10
-125.0347426,45.10619496,-10
-125.0285945,45.02312216,-10
-125.0224635,44.94004809,-10
-125.0163324,44.85697403,-10
-125.0102221,44.77389844,-10
-125.0041194,44.69082229,-10
-124.9980255,44.60774549,-10
-124.9919573,44.52466681,-10
-124.9858891,44.44158813,-10
-124.9789671,44.35857744,-10
-124.9718137,44.27558517,-10
-124.9646777,44.19259138,-10
-124.9575549,44.10959647,-10
-124.9504409,44.0266008,-10
-124.9433479,43.94360334,-10
-124.9364652,43.86058849,-10
-124.9298426,43.77755217,-10
-124.9232182,43.69451599,-10
-124.9166154,43.61147808,-10
-124.9043599,43.52910209,-10
-124.8916399,43.44677899,-10
-124.8789333,43.36445383,-10
-124.862379,43.28288262,-10
-124.8431208,43.20183935,-10
-124.8239152,43.12078362,-10
-124.802574,43.04027276,-10
-124.780652,42.95990913,-10
-124.7587823,42.87953123,-10
-124.7369606,42.79914031,-10
-124.7136068,42.7191923,-10
-124.6891768,42.63955522,-10
-124.664834,42.55989144,-10
-124.6405184,42.48021936,-10
-124.6162758,42.40052502,-10
-124.5920704,42.3208194,-10
-124.5679066,42.24110113,-10
-124.5465128,42.16061097,-10
-124.5259759,42.07988225,-10
-124.5054902,41.99914053,-10
-124.4850434,41.91838896,-10
-124.4646264,41.83762983,-10
-124.444283,41.75685213,-10
-124.4279835,41.67534112,-10
-124.4217077,41.59253018,-10
-124.4292462,41.50957199,-10
-124.4495432,41.42892936,-10
-124.4715839,41.3485982,-10
-124.5020522,41.27140097,-10
-124.5377913,41.19615733,-10
-124.5738319,41.1210579,-10
-124.6098988,41.0459708,-10
-124.6316324,40.96602102,-10
-124.6482474,40.88442372,-10
-124.6533588,40.80128069,-10
-124.6584499,40.71813642,-10
-124.6758038,40.63684214,-10
-124.6954219,40.55588524,-10
-124.7269105,40.47952632,-10
-124.7668586,40.40643021,-10
-124.8067344,40.33329465,-10
-127.0533891,50.43799062,-30
-126.997114,50.37657395,-30
-126.940928,50.31507584,-30
-126.8848309,50.25349659,-30
-126.8268096,50.19374901,-30
-126.768143,50.13461261,-30
-126.7095637,50.07538964,-30
-126.6510719,50.01608039,-30
-126.5912161,49.95820765,-30
-126.5290546,49.90275642,-30
-126.466971,49.84721802,-30
-126.4049771,49.79157949,-30
-126.3430653,49.73584973,-30
-126.2784603,49.68334072,-30
-126.2126945,49.63221592,-30
-126.1469924,49.58100926,-30
-126.0813539,49.52972112,-30
-126.0157963,49.47832952,-30
-125.9464577,49.43220341,-30
-125.8768669,49.38642136,-30
-125.807331,49.34055587,-30
-125.7378482,49.29460993,-30
-125.6676593,49.249816,-30
-125.5952919,49.20856258,-30
-125.5229729,49.16722431,-30
-125.4507083,49.12579099,-30
-125.3784953,49.08426786,-30
-125.3080805,49.03981309,-30
-125.2383548,48.99423657,-30
-125.168706,48.94854259,-30
-125.0991109,48.90276706,-30
-125.029555,48.85693187,-30
-124.9600832,48.81096929,-30
-124.8910937,48.764294,-30
-124.822606,48.71687746,-30
-124.7541795,48.66937271,-30
-124.685819,48.62177301,-30
-124.6175152,48.574092,-30
-124.5497542,48.52567843,-30
-124.4844907,48.47391392,-30
-124.4192987,48.42205933,-30
-124.3554907,48.36869196,-30
-124.2983685,48.30806241,-30
-124.2413139,48.24736929,-30
-124.1843391,48.18660119,-30
-124.1306351,48.12296023,-30
-124.0778265,48.0585386,-30
-124.0277189,47.99217764,-30
-123.9837338,47.92143728,-30
-123.9398272,47.85064815,-30
-123.8960128,47.77980197,-30
-123.8616045,47.70405326,-30
-123.828697,47.62752882,-30
-123.7999016,47.54952314,-30
-123.7765546,47.46956186,-30
-123.7532697,47.38958247,-30
-123.7332819,47.30882195,-30
-123.7182872,47.22688265,-30
-123.7033391,47.14493484,-30
-123.6884242,47.06298097,-30
-123.6804237,46.98021005,-30
-123.6758321,46.89703669,-30
-123.6712456,46.81386305,-30
-123.6666642,46.73068913,-30
-123.6636794,46.6474889,-30
-123.6655348,46.56420957,-30
-123.6673881,46.48093019,-30
-123.671168,46.39777458,-30
-123.6799518,46.31493898,-30
-123.6887355,46.23210339,-30
-123.6974637,46.14926193,-30
-123.7061529,46.06641637,-30
-123.7148422,45.98357081,-30
-123.7234535,45.90071711,-30
-123.7320559,45.81786249,-30
-123.740638,45.73500577,-30
-123.7491425,45.65214104,-30
-123.7576469,45.5692763,-30
-123.764215,45.4862569,-30
-123.7689387,45.40309095,-30
-123.7736566,45.31992466,-30
-123.7770903,45.23669774,-30
-123.7802156,45.1534564,-30
-123.7833251,45.07021445,-30
-123.7864135,44.98697173,-30
-123.7894833,44.90372831,-30
-123.7900028,44.82047978,-30
-123.78726,44.73722494,-30
-123.7845161,44.65397015,-30
-123.7817712,44.57071538,-30
-123.7790255,44.48746065,-30
-123.7761873,44.40421064,-30
-123.7704081,44.32111136,-30
-123.7646364,44.23801155,-30
-123.7588718,44.15491125,-30
-123.7531144,44.07181046,-30
-123.7462373,43.98881274,-30
-123.7367364,43.90605633,-30
-123.7272432,43.82329904,-30
-123.7177785,43.74053849,-30
-123.7083183,43.65777743,-30
-123.6988891,43.57501282,-30
-123.6894612,43.49224806,-30
-123.680067,43.40947948,-30
-123.6706727,43.3267109,-30
-123.6620244,43.24386122,-30
-123.6534219,43.1610066,-30
-123.6448336,43.07815052,-30
-123.6362628,42.99529262,-30
-123.6277014,42.91243375,-30
-123.6191571,42.82957312,-30
-123.6127344,42.74653641,-30
-123.6075016,42.66340093,-30
-123.6022652,42.58026568,-30
-123.5970342,42.49713009,-30
-123.5918103,42.41399405,-30
-123.586599,42.33085722,-30
-123.5812795,42.24772726,-30
-123.5759431,42.16459836,-30
-123.5706084,42.08146936,-30
-123.565269,41.99834066,-30
-123.5599461,41.91521091,-30
-123.5462551,41.83339416,-30
-123.5258728,41.75262627,-30
-123.5055305,41.67184831,-30
-123.4783954,41.59335917,-30
-123.4457636,41.51671677,-30
-123.4131937,41.44004808,-30
-123.3749143,41.36614583,-30
-123.3350152,41.29302293,-30
-123.2951723,41.21986946,-30
-123.2613176,41.14386575,-30
-123.2297254,41.06678903,-30
-123.1984359,40.98961107,-30
-123.1795471,40.90848091,-30
-123.1607034,40.82734027,-30
-123.1418875,40.74619315,-30
-123.134038,40.66329067,-30
-123.1266003,40.58032338,-30
-123.132752,40.49768403,-30
-123.1441738,40.4151708,-30
-123.1721974,40.33849039,-30
-123.2148193,40.26692036,-30
-123.2749822,40.20943685,-30
-123.3375609,40.15527207,-30
-123.4138477,40.1218173,-30
-123.4916731,40.0932034,-30
-123.5732361,40.07628095,-30
-123.655821,40.06625788,-30
-123.7387806,40.05873434,-30
-123.8219589,40.05590257,-30
-123.9052584,40.05561543,-30
-123.9866638,40.04015421,-30
-126.1122274,50.90025517,-50
-126.0632335,50.83288688,-50
-126.0143282,50.76545428,-50
-125.9655116,50.69795747,-50
-125.9167857,50.63039504,-50
-125.8681814,50.56274515,-50
-125.8165076,50.4974726,-50
-125.7631663,50.43349138,-50
-125.7099853,50.36937688,-50
-125.6568636,50.3052133,-50
-125.6038374,50.24097065,-50
-125.5509276,50.17663222,-50
-125.4972679,50.11297876,-50
-125.4382321,50.0542109,-50
-125.379281,49.99535808,-50
-125.3204145,49.93642059,-50
-125.2590927,49.88017935,-50
-125.1950069,49.82696377,-50
-125.1309974,49.77365642,-50
-125.0648657,49.72330551,-50
-124.994002,49.67951934,-50
-124.923186,49.63565611,-50
-124.8524239,49.59170605,-50
-124.7817214,49.54766014,-50
-124.7059853,49.51301221,-50
-124.6301733,49.47849519,-50
-124.5543942,49.4439059,-50
-124.4786486,49.40924341,-50
-124.4029413,49.37449724,-50
-124.32418,49.34742707,-50
-124.24532,49.32059455,-50
-124.1664836,49.29369269,-50
-124.0876711,49.2667209,-50
-124.0084866,49.24092122,-50
-123.928577,49.21739798,-50
-123.848689,49.19380141,-50
-123.7688197,49.17014186,-50
-123.6908775,49.14101482,-50
-123.6138554,49.10928967,-50
-123.5368656,49.07748624,-50
-123.4642555,49.0373656,-50
-123.3945232,48.99179928,-50
-123.3251506,48.9457054,-50
-123.2575648,48.89701207,-50
-123.1900401,48.84823397,-50
-123.125718,48.7953205,-50
-123.0616646,48.74206587,-50
-122.997685,48.68872264,-50
-122.9337731,48.63529836,-50
-122.8757315,48.57578538,-50
-122.8200664,48.51381544,-50
-122.7644831,48.45177204,-50
-122.7089928,48.38964537,-50
-122.6535892,48.32744146,-50
-122.6027734,48.26171069,-50
-122.5569763,48.19212973,-50
-122.5112738,48.12248658,-50
-122.4745722,48.04777944,-50
-122.4388674,47.97251954,-50
-122.4073082,47.89582036,-50
-122.3888611,47.81458862,-50
-122.370458,47.73334692,-50
-122.3612124,47.65089702,-50
-122.3579439,47.56766117,-50
-122.3546739,47.48442538,-50
-122.3513982,47.40118981,-50
-122.3501563,47.31804075,-50
-122.360377,47.23537015,-50
-122.381694,47.1556561,-50
-122.4139105,47.0788382,-50
-122.4486048,47.00322655,-50
-122.488929,46.93033727,-50
-122.5268556,46.85648506,-50
-122.5474591,46.77577331,-50
-122.556431,46.69362994,-50
-122.5559369,46.61033141,-50
-122.5554244,46.52703298,-50
-122.5549096,46.44373457,-50
-122.5572457,46.36054297,-50
-122.563998,46.2775171,-50
-122.5707094,46.1944879,-50
-122.5773992,46.11145697,-50
-122.5840529,46.02842313,-50
-122.5906725,45.94538657,-50
-122.5980728,45.86244029,-50
-122.6104845,45.78007015,-50
-122.622843,45.697692,-50
-122.6351559,45.61530704,-50
-122.6474235,45.53291533,-50
-122.6618361,45.45090439,-50
-122.6786335,45.36931558,-50
-122.6953648,45.28771317,-50
-122.7120318,45.2060976,-50
-122.7286517,45.12447242,-50
-122.7470667,45.04324411,-50
-122.7663724,44.96221217,-50
-122.7856211,44.88116665,-50
-122.804794,44.80010315,-50
-122.8239054,44.71902515,-50
-122.8407134,44.63747687,-50
-122.8548655,44.55538786,-50
-122.8689683,44.47329035,-50
-122.8830219,44.3911844,-50
-122.8936114,44.30860077,-50
-122.9022666,44.22575164,-50
-122.9069918,44.14265305,-50
-122.9088522,44.05937383,-50
-122.9096888,43.97613075,-50
-122.9018443,43.89320094,-50
-122.8940121,43.81026997,-50
-122.8861909,43.72733796,-50
-122.8783804,43.64440493,-50
-122.869935,43.56153537,-50
-122.8611828,43.47869644,-50
-122.8524425,43.39585625,-50
-122.8437186,43.31301433,-50
-122.8349986,43.230172,-50
-122.8293656,43.14714013,-50
-122.8278883,43.06385323,-50
-122.8264147,42.98056626,-50
-122.8249197,42.89727968,-50
-122.8234178,42.81399322,-50
-122.8269884,42.73084973,-50
-122.833163,42.64777889,-50
-122.8393032,42.56470551,-50
-122.8454084,42.48162953,-50
-122.8514978,42.39855241,-50
-122.8583483,42.31554455,-50
-122.8673195,42.23272905,-50
-122.8762574,42.14990994,-50
-122.8851496,42.06708593,-50
-122.889662,41.98394092,-50
-122.8929315,41.90070511,-50
-122.8961777,41.81746838,-50
-122.8993988,41.73423068,-50
-122.8990044,41.65103588,-50
-122.8938285,41.56789684,-50
-122.885634,41.48506907,-50
-122.8737158,41.40262609,-50
-122.8618172,41.32018026,-50
-122.8489386,41.23792933,-50
-122.8285215,41.15717023,-50
-122.8081452,41.07640081,-50
-122.7878065,40.99562194,-50
-122.767912,40.91473673,-50
-122.7495619,40.83348302,-50
-122.731252,40.75222025,-50
-122.7129733,40.67095046,-50
-122.6947246,40.58967394,-50
-122.6772303,40.50824049,-50
-122.6616171,40.42641679,-50
-122.6460422,40.3445858,-50
-122.6451061,40.26167429,-50
-122.6524914,40.17911385,-50
-122.6763447,40.09930212,-50
-122.7069346,40.0220946,-50
-122.7428578,39.94693867,-50
-122.7846167,39.87520577,-50
-122.8325677,39.80709125,-50
-122.8832395,39.7410728,-50
-122.9367759,39.67725475,-50
-125.5102945,51.1672561,-70
-125.4586677,51.10188357,-70
-125.4070673,51.03649025,-70
-125.3556232,50.97097391,-70
-125.3042322,50.905416,-70
-125.2529698,50.83975735,-70
-125.2017875,50.77403637,-70
-125.150706,50.7082369,-70
-125.0959553,50.64558379,-70
-125.038717,50.58506382,-70
-124.9816155,50.52441478,-70
-124.9245607,50.46372178,-70
-124.8676253,50.40291679,-70
-124.8107687,50.34203816,-70
-124.7539841,50.28109232,-70
-124.6947073,50.22258771,-70
-124.6350207,50.1644809,-70
-124.575421,50.10628503,-70
-124.5128209,50.0519168,-70
-124.4422341,50.00768569,-70
-124.3716991,49.96337194,-70
-124.2974192,49.92568513,-70
-124.2231047,49.88805205,-70
-124.1488336,49.85033344,-70
-124.0699425,49.82373315,-70
-123.9908354,49.79763803,-70
-123.9117512,49.7714735,-70
-123.8307938,49.75209349,-70
-123.7495036,49.73390561,-70
-123.6682283,49.71565159,-70
-123.5877223,49.69454324,-70
-123.5083127,49.6693838,-70
-123.4289251,49.64415476,-70
-123.3505505,49.61655693,-70
-123.2776673,49.57622177,-70
-123.2048301,49.53580364,-70
-123.1320389,49.49530259,-70
-123.0629103,49.44912588,-70
-122.9960505,49.39944037,-70
-122.9292625,49.34965825,-70
-122.8625475,49.29977842,-70
-122.7958867,49.24982629,-70
-122.7292805,49.19980121,-70
-122.6663032,49.14527962,-70
-122.6034058,49.0906646,-70
-122.5405732,49.03597498,-70
-122.4778089,48.98120701,-70
-122.4151399,48.92633005,-70
-122.353276,48.87055468,-70
-122.2918989,48.81423646,-70
-122.2306212,48.75781013,-70
-122.1694098,48.70131186,-70
-122.1082539,48.6447536,-70
-122.0472129,48.58807119,-70
-121.9863461,48.53120242,-70
-121.925689,48.47410942,-70
-121.870028,48.41214153,-70
-121.8145243,48.35002686,-70
-121.7788965,48.27480657,-70
-121.7437496,48.19928449,-70
-121.7190245,48.11977523,-70
-121.7022353,48.03880254,-70
-121.698642,47.95558008,-70
-121.6994348,47.8725342,-70
-121.7096553,47.78986358,-70
-121.7191832,47.70713901,-70
-121.7216438,47.62387536,-70
-121.7230456,47.54062449,-70
-121.718487,47.45744932,-70
-121.7126015,47.37436526,-70
-121.7292266,47.29390691,-70
-121.7600945,47.21670336,-70
-121.7925038,47.14020593,-70
-121.8077443,47.058312,-70
-121.8173256,46.9759591,-70
-121.8154005,46.89268135,-70
-121.8134673,46.80940379,-70
-121.8076414,46.72634828,-70
-121.8000891,46.64339135,-70
-121.7925393,46.56043419,-70
-121.784997,46.47747634,-70
-121.7792161,46.39442982,-70
-121.7784376,46.31113346,-70
-121.7776475,46.22783721,-70
-121.7768504,46.14454102,-70
-121.776038,46.06124499,-70
-121.7752171,45.97794903,-70
-121.774388,45.89465316,-70
-121.7789589,45.81149344,-70
-121.7839669,45.72834412,-70
-121.7889507,45.64519334,-70
-121.7938959,45.56204026,-70
-121.7988205,45.47888596,-70
-121.8037217,45.39573027,-70
-121.8123015,45.31287901,-70
-121.8211044,45.23004545,-70
-121.8298723,45.14720817,-70
-121.8386051,45.06436719,-70
-121.8472927,44.98152145,-70
-121.8609991,44.89939764,-70
-121.8759851,44.81745676,-70
-121.8909089,44.73550451,-70
-121.9057757,44.65354191,-70
-121.920603,44.57157216,-70
-121.9353806,44.48959343,-70
-121.9465073,44.40704992,-70
-121.9571594,44.32443381,-70
-121.9677738,44.24181285,-70
-121.9783466,44.15918654,-70
-121.9888682,44.07655371,-70
-121.9973276,43.99370103,-70
-122.0044528,43.91070633,-70
-122.0115385,43.82770823,-70
-122.0185913,43.74470734,-70
-122.0256186,43.66170429,-70
-122.0326108,43.57869827,-70
-122.039808,43.49570984,-70
-122.0470566,43.41272582,-70
-122.054274,43.32973909,-70
-122.0614463,43.24674844,-70
-122.0686173,43.16375768,-70
-122.0757208,43.08076111,-70
-122.0828243,42.99776454,-70
-122.0898761,42.91476357,-70
-122.0968973,42.83176,-70
-122.1044066,42.7488038,-70
-122.1134758,42.66599897,-70
-122.1225367,42.58319324,-70
-122.1315381,42.500381,-70
-122.1405388,42.41756871,-70
-122.1494646,42.3347483,-70
-122.1583904,42.25192789,-70
-122.167249,42.16910027,-70
-122.1760995,42.08627178,-70
-122.1827393,42.00324537,-70
-122.1887237,41.92016062,-70
-122.1946817,41.83707397,-70
-122.200613,41.7539854,-70
-122.2065152,41.67089476,-70
-122.2092989,41.58764709,-70
-122.2117576,41.50438338,-70
-122.2141983,41.42111915,-70
-122.2166212,41.33785439,-70
-122.2178853,41.25459037,-70
-122.2153136,41.17133008,-70
-122.2127352,41.08807,-70
-122.2101518,41.00481007,-70
-122.2075633,40.92155029,-70
-122.2049694,40.83829069,-70
-122.19656,40.75542941,-70
-122.1878004,40.67259126,-70
-122.1790521,40.58975192,-70
-122.1703007,40.50691289,-70
-122.161881,40.42403971,-70
-122.1535513,40.34115723,-70
-122.1527816,40.25809861,-70
-122.1572462,40.17491834,-70
-122.1690456,40.09280116,-70
-122.1883285,40.01176375,-70
-122.2075643,39.93071519,-70
-122.2366025,39.85315365,-70
-122.2727883,39.77812382,-70
-122.3089021,39.70305929,-70
-122.3468166,39.62891416,-70
-122.3863517,39.55559389,-70
-122.425808,39.48223117,-70
-124.908686,51.44775442,-90
-124.8534662,51.38538721,-90
-124.7983183,51.32295653,-90
-124.7432477,51.26045761,-90
-124.6883155,51.197837,-90
-124.6334537,51.13515477,-90
-124.5786711,51.07240323,-90
-124.5221719,51.01119536,-90
-124.4656562,50.95000002,-90
-124.4092307,50.88872157,-90
-124.3516866,50.82852608,-90
-124.292387,50.77002443,-90
-124.2331732,50.71143592,-90
-124.1740452,50.65276082,-90
-124.1126211,50.59668648,-90
-124.0471938,50.54512914,-90
-123.9818354,50.49348447,-90
-123.9095048,50.45219086,-90
-123.8371327,50.41094567,-90
-123.7648091,50.36961545,-90
-123.6903672,50.33258205,-90
-123.6135842,50.30028243,-90
-123.5368342,50.26790462,-90
-123.4601172,50.23544862,-90
-123.3818939,50.20686008,-90
-123.3034622,50.17880022,-90
-123.2251583,50.15041977,-90
-123.149502,50.11556276,-90
-123.0738771,50.08063774,-90
-122.9987733,50.04471672,-90
-122.927289,50.00195114,-90
-122.8558496,49.95911087,-90
-122.7861045,49.91368569,-90
-122.7184387,49.86510356,-90
-122.6515901,49.81549682,-90
-122.5895491,49.75991089,-90
-122.5275863,49.7042377,-90
-122.4656974,49.64848241,-90
-122.4066934,49.58976908,-90
-122.3494681,49.52923684,-90
-122.2923202,49.46863148,-90
-122.2352564,49.40794703,-90
-122.1780049,49.34744895,-90
-122.1185435,49.2891117,-90
-122.0591742,49.23068077,-90
-121.9998857,49.1721678,-90
-121.9406723,49.11357888,-90
-121.8790934,49.05751885,-90
-121.8167389,49.00228476,-90
-121.7544555,48.94697057,-90
-121.6922431,48.89157641,-90
-121.6301074,48.83609637,-90
-121.5735407,48.7749813,-90
-121.5174028,48.71343924,-90
-121.4613447,48.65182451,-90
-121.4053726,48.5901317,-90
-121.355647,48.52409427,-90
-121.3174433,48.45007153,-90
-121.2799929,48.37575871,-90
-121.2608343,48.29469184,-90
-121.2494141,48.21218723,-90
-121.2524624,48.12987801,-90
-121.2663167,48.04773821,-90
-121.280114,47.9655888,-90
-121.2924656,47.88321383,-90
-121.3040948,47.80073006,-90
-121.3153306,47.7181913,-90
-121.2959928,47.63743306,-90
-121.2752979,47.5567447,-90
-121.2599602,47.47487153,-90
-121.2549895,47.39326922,-90
-121.2747092,47.31233699,-90
-121.3067323,47.23544435,-90
-121.3360184,47.15767958,-90
-121.3526637,47.07620486,-90
-121.3518079,46.99290926,-90
-121.3380455,46.91094593,-90
-121.3219098,46.82922365,-90
-121.3042658,46.74785879,-90
-121.2820855,46.66756606,-90
-121.2617599,46.58682309,-90
-121.2447777,46.50527253,-90
-121.2278322,46.42371432,-90
-121.2128083,46.34182185,-90
-121.2012768,46.25932388,-90
-121.1897648,46.17682319,-90
-121.1788722,46.09424735,-90
-121.1704011,46.0113792,-90
-121.1619346,45.92851058,-90
-121.1534746,45.8456413,-90
-121.1489413,45.76256163,-90
-121.1485158,45.67926272,-90
-121.1480883,45.59596381,-90
-121.1476309,45.51266507,-90
-121.147161,45.4293664,-90
-121.1481759,45.34608356,-90
-121.1504195,45.26281378,-90
-121.1526374,45.17954331,-90
-121.1548412,45.09627247,-90
-121.1570156,45.01300085,-90
-121.15918,44.92972898,-90
-121.1613111,44.84645625,-90
-121.1634364,44.76318336,-90
-121.1682337,44.6800239,-90
-121.173153,44.59686929,-90
-121.1780501,44.51371336,-90
-121.1829067,44.43055506,-90
-121.1877405,44.34739543,-90
-121.192609,44.26423799,-90
-121.197991,44.18111203,-90
-121.2033519,44.09798472,-90
-121.2086851,44.01485562,-90
-121.2139892,43.93172466,-90
-121.2192782,43.84859274,-90
-121.2245151,43.76545752,-90
-121.2305672,43.6823826,-90
-121.237618,43.59938153,-90
-121.2446688,43.51638047,-90
-121.2517195,43.4333794,-90
-121.2586649,43.35036946,-90
-121.2655912,43.26735792,-90
-121.2725174,43.18434637,-90
-121.2794162,43.10133255,-90
-121.2862297,43.01831167,-90
-121.2930432,42.9352908,-90
-121.2998568,42.85226992,-90
-121.306596,42.769243,-90
-121.3132939,42.68621272,-90
-121.3199918,42.60318243,-90
-121.326752,42.52015776,-90
-121.3350045,42.43726756,-90
-121.3432571,42.35437736,-90
-121.3514504,42.27148129,-90
-121.3596209,42.18858296,-90
-121.3677557,42.10568113,-90
-121.375838,42.02277415,-90
-121.3839138,41.93986655,-90
-121.391923,41.85695248,-90
-121.3999321,41.77403841,-90
-121.4067984,41.69102422,-90
-121.4133268,41.60798044,-90
-121.4198211,41.52493399,-90
-121.4262714,41.44188411,-90
-121.4327147,41.35883368,-90
-121.4390944,41.27577834,-90
-121.4454741,41.192723,-90
-121.4518062,41.10966402,-90
-121.4581236,41.02660392,-90
-121.4639526,40.94351005,-90
-121.4691109,40.86036991,-90
-121.4742384,40.77722787,-90
-121.4793494,40.69408482,-90
-121.4845113,40.610945,-90
-121.4898771,40.527818,-90
-121.4952162,40.44468928,-90
-121.5005255,40.36155865,-90
-121.5057964,40.27842558,-90
-121.5184891,40.1962452,-90
-121.5343253,40.11446435,-90
-121.5501055,40.03267269,-90
-121.566502,39.95100636,-90
-121.5838425,39.86953122,-90
-121.6011239,39.78804355,-90
-121.627394,39.70936112,-90
-121.6594662,39.6324829,-90
-121.6914637,39.55557354,-90
-121.7233868,39.47863327,-90
-121.7617581,39.404791,-90
-121.8018067,39.33174993,-90
-121.8417717,39.25866307,-90
-127.7670662,50.08626777,-15
-127.7126759,50.02317589,-15
-127.6583766,49.96000569,-15
-127.6041717,49.89675445,-15
-127.5481025,49.83525047,-15
-127.4886431,49.77691118,-15
-127.4292668,49.71848738,-15
-127.3699523,49.66000201,-15
-127.3081109,49.604194,-15
-127.2463496,49.54829738,-15
-127.1846666,49.49231447,-15
-127.1230631,49.43624404,-15
-127.0599065,49.38200095,-15
-126.9947041,49.33015952,-15
-126.9295695,49.27823296,-15
-126.8645185,49.22620162,-15
-126.7995371,49.17408341,-15
-126.7322207,49.12511945,-15
-126.6634433,49.07812417,-15
-126.5947257,49.03104155,-15
-126.5260679,48.98387166,-15
-126.4574455,48.93665031,-15
-126.3888356,48.88941078,-15
-126.3202843,48.84208632,-15
-126.2517916,48.79467707,-15
-126.1855892,48.74412252,-15
-126.1195091,48.69340459,-15
-126.0534967,48.64259866,-15
-125.9876271,48.59161179,-15
-125.9239109,48.5379542,-15
-125.8602686,48.48420904,-15
-125.7966973,48.43037987,-15
-125.7331971,48.37646685,-15
-125.6720136,48.32004179,-15
-125.6132118,48.26103986,-15
-125.5544887,48.20195953,-15
-125.4958504,48.14279497,-15
-125.4373024,48.08354107,-15
-125.3850655,48.01882971,-15
-125.3349486,47.95229265,-15
-125.2849214,47.88568811,-15
-125.2349837,47.8190164,-15
-125.1887726,47.74986536,-15
-125.1466465,47.67800247,-15
-125.1046123,47.60608573,-15
-125.0626827,47.53410801,-15
