lat,lon,depth,time 
 41.39661191516299, -123.32459543003742, 20.000000000000004, 2020-01-01 00:17:30 
 41.534554337290785, -122.91267858262042, 29.655172413793103, 2020-01-01 00:25:00 
 41.434403872741385, -123.24879350718797, 20.0, 2020-01-01 00:27:30 
 41.39330625808552, -123.24774546669028, 20.0, 2020-01-01 00:30:00 
 41.27516008089511, -122.91176962084742, 60.0, 2020-01-01 00:32:30 
 41.47509442769645, -123.28339716737133, 20.0, 2020-01-01 00:37:30 
 41.538257657488934, -123.22551118623437, 60.0, 2020-01-01 00:40:00 
 41.47564025364675, -123.27980323543989, 46.15384615384615, 2020-01-01 00:42:30 
 41.297071399629296, -123.22698049350142, 20.0, 2020-01-01 00:45:00 
 41.315605190153704, -123.43096092479658, 20.0, 2020-01-01 00:52:30 
 41.17886296573184, -122.89153602480349, 20.0, 2020-01-01 01:02:30 
 41.73299707549688, -123.45567882322919, 40.0, 2020-01-01 01:10:00 
 41.379784958373676, -123.35493422027804, 20.0, 2020-01-01 01:12:30 
 41.519517573882986, -123.21924059686833, 59.99999999999999, 2020-01-01 01:22:30 
 41.26864405093093, -123.4617859413774, 20.0, 2020-01-01 01:25:00 
 41.30593765988943, -123.19329144293567, 20.0, 2020-01-01 01:30:00 
 41.33034269362399, -123.28563268261188, 25.517241379310345, 2020-01-01 01:37:30 
 41.52142270483642, -123.28088521699524, 60.0, 2020-01-01 01:40:00 
 41.388309119628005, -123.20034233640766, 20.0, 2020-01-01 01:50:00 
 41.39190443993525, -122.8764763394271, 20.0, 2020-01-01 01:52:30 
 41.808614793881716, -123.48259223443911, 20.0, 2020-01-01 02:57:30 
 41.94458801245697, -123.39672137146275, 20.0, 2020-01-01 03:32:30 
 41.875424481169034, -123.37663156759955, 20.0, 2020-01-01 03:35:00 
 42.013677175227265, -123.37407966450704, 60.00000000000001, 2020-01-01 03:37:30 
 41.889095752548215, -123.5083938389834, 36.153846153846146, 2020-01-01 03:50:00 
 41.845139533280964, -123.44616681381876, 20.0, 2020-01-01 03:57:30 
 41.970838110037434, -123.34732993323638, 59.99999999999999, 2020-01-01 04:00:00 
 41.90072476786098, -123.48144740076174, 60.0, 2020-01-01 04:17:30 
 41.52405443699084, -123.4663009779397, 20.0, 2020-01-01 04:37:30 
 41.73730563043064, -123.04876526646707, 60.0, 2020-01-01 04:40:00 
 41.853292829737754, -123.53999188857568, 30.344827586206897, 2020-01-01 04:42:30 
 41.6016590473062, -123.36371238621325, 20.0, 2020-01-01 04:47:30 
 41.56348021757771, -123.53324120477706, 60.0, 2020-01-01 04:52:30 
 41.81658356703447, -123.20772173116302, 60.0, 2020-01-01 04:55:00 
 41.97712513112641, -123.25604886890835, 60.0, 2020-01-01 04:57:30 
 41.73401550655948, -123.22058113439672, 60.0, 2020-01-01 05:00:00 
 41.849534243442434, -123.2379071042314, 60.0, 2020-01-01 05:02:30 
 41.73117460531997, -123.16475222667978, 20.000000000000004, 2020-01-01 05:05:00 
 41.925495255981176, -123.11907725406913, 60.0, 2020-01-01 05:12:30 
 41.82924495929676, -123.09833001416902, 60.0, 2020-01-01 05:15:00 
 41.71476036658342, -123.32302793483866, 60.0, 2020-01-01 05:17:30 
 41.83219959617933, -122.94625431484877, 32.30769230769231, 2020-01-01 05:20:00 
 41.58529124672536, -123.42174713183591, 60.00000000000001, 2020-01-01 05:22:30 
 41.78889669285575, -123.29172988144899, 20.0, 2020-01-01 05:37:30 
 41.84147575766355, -123.32225456629443, 20.0, 2020-01-01 05:50:00 
 41.85899081244887, -123.5578711738844, 20.0, 2020-01-01 06:17:30 
 41.74687079301488, -123.51207426799968, 20.0, 2020-01-01 06:40:00 
 41.78683194004653, -123.52677646766435, 60.0, 2020-01-01 06:42:30 
 41.70983064293381, -123.5820798847257, 20.0, 2020-01-01 06:47:30 
 41.696199139145634, -123.51824716088628, 20.0, 2020-01-01 06:50:00 
 41.67588253871409, -123.55273810120383, 20.0, 2020-01-01 06:52:30 
 41.4671465157992, -123.27821593777227, 20.0, 2020-01-01 00:15:00 
 41.48465213533617, -123.2685713023351, 60.0, 2020-01-01 00:20:00 
 41.30209367231287, -123.15453311197373, 20.0, 2020-01-01 00:22:30 
 41.71014028908514, -123.19054044317225, 33.87755102040817, 2020-01-01 00:32:30 
 41.2957288359727, -123.27281570619311, 20.0, 2020-01-01 00:40:00 
 41.2640489187043, -123.01130016472143, 20.0, 2020-01-01 00:55:00 
 41.4189319722868, -122.93062280790733, 20.0, 2020-01-01 00:57:30 
 41.305048258933034, -123.33373555093272, 60.0, 2020-01-01 01:02:30 
 41.221014079524195, -123.23826313900392, 20.0, 2020-01-01 01:05:00 
 41.37624348252534, -123.24735736959266, 20.0, 2020-01-01 01:07:30 
 41.4786545487938, -123.2610963423648, 60.00000000000001, 2020-01-01 01:17:30 
 41.575372613746026, -123.44125245605213, 60.0, 2020-01-01 01:25:00 
 41.33542647444807, -123.26687206610593, 20.0, 2020-01-01 01:27:30 
 41.51709230793879, -123.42309748794527, 21.379310344827587, 2020-01-01 01:30:00 
 41.284833771243704, -123.23164567518413, 20.0, 2020-01-01 01:32:30 
 41.263688471292134, -123.22331335882585, 20.0, 2020-01-01 01:35:00 
 41.39149816735073, -123.00262171592908, 54.48275862068966, 2020-01-01 01:40:00 
 41.387059256622194, -123.29747412710852, 20.0, 2020-01-01 01:42:30 
 41.35543318403468, -123.22895846432743, 34.48275862068966, 2020-01-01 01:45:00 
 41.48513748274375, -123.30064808006614, 60.0, 2020-01-01 01:57:30 
 41.524588421021335, -123.24866632074705, 20.0, 2020-01-01 04:22:30 
 41.70419954186882, -123.10504480555743, 60.0, 2020-01-01 04:52:30 
 41.571147008180695, -123.46001027728583, 20.0, 2020-01-01 05:02:30 
 39.85912801102623, -122.69704576817084, 20.0, 2020-01-01 08:25:00 
 40.11154265551446, -122.45728906010199, 57.24137931034484, 2020-01-01 08:47:30 
 39.93109698020345, -122.62349671496014, 56.55172413793104, 2020-01-01 08:57:30 
 40.001919191994475, -122.5332049287087, 36.326530612244895, 2020-01-01 09:02:30 
 39.888061807039506, -122.42967797416999, 20.0, 2020-01-01 09:12:30 
 39.92897049027197, -122.43501414244517, 20.0, 2020-01-01 09:15:00 
 39.91433531487732, -122.50533625837399, 46.15384615384615, 2020-01-01 09:17:30 
 40.03031028010866, -122.59491073704278, 54.48275862068965, 2020-01-01 09:20:00 
 44.39622606804278, -123.37177705389098, 25.384615384615387, 2020-01-02 02:32:30 
 44.44160398844136, -123.43331544428163, 33.07692307692308, 2020-01-02 02:35:00 
 44.24242816300627, -123.20068369530277, 42.04081632653061, 2020-01-02 02:47:30 
 44.35889236018646, -123.47524217011026, 60.0, 2020-01-02 02:52:30 
 44.33854610836396, -123.30703472831628, 46.15384615384615, 2020-01-02 02:57:30 
 44.43801470811886, -123.58083628915129, 60.0, 2020-01-02 03:02:30 
 44.374618348540366, -123.20108992054281, 34.61538461538461, 2020-01-02 03:07:30 
 42.81583658826481, -123.82193970239317, 20.0, 2020-01-02 05:50:00 
 42.77150575713646, -123.6997408357859, 20.0, 2020-01-02 05:52:30 
 42.722322761572194, -123.44279641264603, 20.0, 2020-01-02 06:12:30 
 42.777281110633, -123.62389578234432, 20.0, 2020-01-02 06:15:00 
 42.827142493281, -123.4427782227051, 20.0, 2020-01-02 06:17:30 
 42.7265409895916, -123.79346205176753, 20.0, 2020-01-02 07:02:30 
 42.771588210447554, -123.56245203924546, 20.0, 2020-01-02 07:05:00 
 43.04549997371765, -123.56601522810753, 20.0, 2020-01-02 07:22:30 
 42.9122669254879, -123.59693693877841, 20.0, 2020-01-02 07:37:30 
 42.81036705493205, -123.48693925728377, 20.0, 2020-01-02 07:45:00 
 42.868576318609534, -123.54599896220144, 60.0, 2020-01-02 07:47:30 
 42.87107925296311, -123.62362831801991, 20.0, 2020-01-02 08:17:30 
 42.68920777595762, -123.54841875034163, 20.0, 2020-01-02 08:50:00 
 42.72507597659424, -123.61627972607351, 20.0, 2020-01-02 08:52:30 
 42.81266888720456, -123.80428353878263, 20.0, 2020-01-02 08:57:30 
 42.67902618305294, -123.61895500088266, 20.0, 2020-01-02 09:07:30 
 42.77117748505145, -123.6785055317513, 20.0, 2020-01-02 10:47:30 
 42.68758506391029, -123.43491896601634, 20.0, 2020-01-02 10:52:30 
 42.816170761362734, -123.68081323471127, 20.0, 2020-01-02 10:57:30 
 42.75230407974628, -123.56149978838192, 20.0, 2020-01-02 11:12:30 
 42.81914779302346, -123.60602137437533, 20.0, 2020-01-02 11:15:00 
 42.86767908282278, -123.61345642560758, 20.0, 2020-01-02 11:17:30 
 42.869253710387106, -123.68979123998514, 20.0, 2020-01-02 11:32:30 
 42.71789104156602, -123.43635141054527, 20.0, 2020-01-02 11:47:30 
 42.367554078607455, -123.47196245744222, 20.0, 2020-01-02 14:12:30 
 42.64492070541725, -123.18879717522302, 40.0, 2020-01-02 14:22:30 
 42.51111354486367, -123.60558019254253, 31.53846153846154, 2020-01-02 14:25:00 
 42.5065235171333, -123.4674019918219, 33.07692307692307, 2020-01-02 14:27:30 
 42.556760660925555, -123.44492057916511, 20.0, 2020-01-02 14:32:30 
 42.51961713526198, -123.42327689947982, 20.0, 2020-01-02 14:37:30 
 42.51381529039894, -123.36210399497935, 20.0, 2020-01-02 14:40:00 
 42.50558068658313, -123.36048310513257, 20.0, 2020-01-02 14:42:30 
 42.501657208874576, -123.37024397384877, 30.0, 2020-01-02 14:45:00 
 42.46273212136414, -123.30884438802214, 20.000000000000004, 2020-01-02 14:47:30 
 42.702201481797644, -123.65803920458, 20.0, 2020-01-02 05:25:00 
 42.88097763252665, -123.75937270325028, 20.0, 2020-01-02 07:07:30 
 42.90225544993569, -123.72454309234548, 20.000000000000004, 2020-01-02 07:50:00 
 42.921481945497746, -123.54230560856503, 20.0, 2020-01-02 07:55:00 
 42.61307034796648, -123.5594066656918, 60.0, 2020-01-02 09:00:00 
 42.33344371406783, -123.4300970495034, 20.0, 2020-01-02 14:22:30 
 42.59092786856209, -123.3831445593562, 33.87755102040816, 2020-01-02 14:30:00 
 42.40437018890198, -123.14472549488048, 20.0, 2020-01-02 14:52:30 
 42.108534094662225, -123.0447861896723, 32.307692307692314, 2020-01-03 04:27:30 
 42.04373227405412, -123.09927643482337, 20.0, 2020-01-03 03:32:30 
 42.07500371952553, -123.24732987734089, 20.0, 2020-01-03 04:10:00 
