lat,lon,depth,time 
 43.6454286338844, -123.72723855110462, 51.03448275862069, 2019-01-01 15:57:30 
 43.62202894558034, -123.55254697050816, 20.0, 2019-01-01 16:07:30 
 43.5947140066155, -123.55777910721295, 20.0, 2019-01-01 16:10:00 
 43.680601728802536, -123.5453133388605, 20.0, 2019-01-01 16:17:30 
 43.787540279877874, -123.66558590758567, 20.0, 2019-01-01 15:37:30 
 43.58569649381548, -123.8461024692138, 20.0, 2019-01-01 15:55:00 
 40.205882603541255, -122.66619600401715, 20.0, 2019-01-02 03:47:30 
 40.126295060259714, -122.47278785991053, 33.06122448979592, 2019-01-02 03:50:00 
 40.01281003708801, -122.4452179648611, 31.53846153846154, 2019-01-02 03:52:30 
 39.980702942191066, -122.53394854844034, 45.38461538461539, 2019-01-02 03:55:00 
 40.17515913619886, -122.59342582563897, 20.0, 2019-01-02 04:07:30 
 40.15345328120022, -122.3408776027538, 32.30769230769231, 2019-01-02 04:10:00 
 40.083853236098626, -122.37469030752408, 47.69230769230769, 2019-01-02 04:12:30 
 40.015263399638634, -122.6452642687815, 20.0, 2019-01-02 04:45:00 
 40.080995702908346, -122.57787980943235, 20.0, 2019-01-02 04:55:00 
 40.1994070813725, -122.54017650923647, 20.0, 2019-01-02 04:57:30 
 40.120322287041404, -122.40451080805845, 20.0, 2019-01-02 05:00:00 
 39.98715840168067, -122.28394329522925, 20.000000000000004, 2019-01-02 05:02:30 
 40.17229960700832, -122.5199935657374, 30.0, 2019-01-02 05:35:00 
 39.92926823330939, -122.83673591657167, 46.15384615384615, 2019-01-02 05:42:30 
 39.9739673354832, -122.8636859242584, 53.10344827586207, 2019-01-02 05:45:00 
 39.96126613404899, -122.58261629939186, 52.41379310344827, 2019-01-02 05:55:00 
 40.12941990024687, -122.39794499869284, 20.0, 2019-01-02 05:57:30 
 39.97359577698479, -122.6432396358459, 20.0, 2019-01-02 06:02:30 
 39.85596611323617, -122.51825651480101, 20.0, 2019-01-02 06:05:00 
 39.93821223519, -122.81400186130298, 60.0, 2019-01-02 06:07:30 
 40.030849216106475, -122.52788810517242, 37.142857142857146, 2019-01-02 06:40:00 
 40.04196402247658, -122.27819361640223, 20.0, 2019-01-02 07:02:30 
 40.18446408698421, -122.49962185625927, 20.0, 2019-01-02 07:10:00 
 40.15876912442892, -122.28179932121085, 20.0, 2019-01-02 07:15:00 
 40.16129064252456, -122.32261569821617, 20.000000000000004, 2019-01-02 07:17:30 
 40.2938770412284, -122.24979699620181, 20.0, 2019-01-02 07:20:00 
 40.09575661037405, -122.30318047947208, 60.0, 2019-01-02 08:05:00 
 40.063865704481294, -122.41328748751017, 33.07692307692308, 2019-01-02 08:40:00 
 40.03015672012806, -122.40566771563891, 35.51020408163265, 2019-01-02 08:42:30 
 40.06219921409749, -122.43382773230337, 35.51020408163265, 2019-01-02 08:45:00 
 40.067235641825604, -122.44567321786582, 34.69387755102041, 2019-01-02 08:47:30 
 40.05613448489484, -122.65944793445253, 44.48979591836735, 2019-01-02 08:52:30 
 40.10522871338046, -122.62814027528508, 60.0, 2019-01-02 09:00:00 
 40.03953654260581, -122.59215912815358, 30.76923076923077, 2019-01-02 09:07:30 
 40.29415678462477, -122.44471656736542, 20.0, 2019-01-02 09:12:30 
 40.07676593206723, -122.60120362466793, 32.30769230769231, 2019-01-02 09:17:30 
 40.18868994241539, -122.53239927932538, 26.896551724137932, 2019-01-02 09:20:00 
 40.04925891329192, -122.36675714667123, 20.0, 2019-01-02 09:25:00 
 39.93042972934992, -122.59216449189313, 20.0, 2019-01-02 09:32:30 
 40.2022077473934, -122.29299429754043, 20.0, 2019-01-02 09:40:00 
 40.120812715221845, -122.41964574673983, 30.0, 2019-01-02 09:45:00 
 40.151698554246764, -122.45738916494226, 24.137931034482758, 2019-01-02 09:47:30 
 40.045723948287765, -122.36543900492491, 50.344827586206904, 2019-01-02 09:50:00 
 40.03473651738872, -122.36756287483549, 44.61538461538461, 2019-01-02 09:52:30 
 40.125299531173454, -122.32539409079895, 36.326530612244895, 2019-01-02 09:55:00 
 40.066219716326415, -122.45027343246676, 37.142857142857146, 2019-01-02 09:57:30 
 40.06325834523946, -122.48527145295189, 34.69387755102041, 2019-01-02 10:00:00 
 39.9987775022126, -122.52580462279681, 34.61538461538461, 2019-01-02 10:02:30 
 40.11434018019558, -122.62160732777565, 32.30769230769231, 2019-01-02 10:07:30 
 40.08290002507774, -122.51755251507142, 20.0, 2019-01-02 10:10:00 
 40.091850386349506, -122.1200207953954, 56.55172413793104, 2019-01-02 10:15:00 
 40.09164577534426, -122.49965918981404, 20.0, 2019-01-02 10:30:00 
 40.280451070187326, -122.48953211790499, 35.51020408163265, 2019-01-02 10:35:00 
 40.2001530111894, -122.48056552059742, 60.0, 2019-01-02 10:37:30 
 40.184192491410684, -122.729135914009, 20.0, 2019-01-02 10:40:00 
